ID,대사 그룹 ID,대사 출력 순서,화자,화자 감정 상태,대사 번호,호감도 증감,대사 텍스트_KR,다음 ID
ITV_194,DG_ITV004_DustyVeil_Response,2,DustyVeil,흥미,2,-1,말은 그렇게 해도… 궁금한거지?,END
ITV_195,DG_ITV004_DustyVeil_Response,2,DustyVeil,우호,1,-1,그러면 새로운 칼을 살까? 그리고 너에게 한 번 써보는 거지. 후후. 농담이야.,END
ITV_196,DG_ITV004_DustyVeil_Response,2,DustyVeil,우호,2,-1,걱정 마. 이건 완벽한 칼이니까. 너에게도 충분할거야. 후후.,END
ITV_197,DG_ITV005_DustyVeil_Ask,1,Player,,1,,당신은 그녀에게 죽은 사람들은 어떤 생각을 하고 있을지 상상해본 적 있냐고 물어봤다.,DG_ITV005_DustyVeil_Response_Router
ITV_198,DG_ITV005_DustyVeil_Response,2,DustyVeil,증오,1,0,(무서운 눈빛으로 노려보고 있다.),END
ITV_199,DG_ITV005_DustyVeil_Response,2,DustyVeil,경멸,1,-1,별로 궁금하지도 않은데. 시체들이 무슨 말을 하겠어?,END
ITV_200,DG_ITV005_DustyVeil_Response,2,DustyVeil,경멸,2,-1,네가 그렇게 되면 알겠지. 안 그래?,END
ITV_201,DG_ITV005_DustyVeil_Response,2,DustyVeil,무관심,1,-1,그런 걸 물어보는 이유를 모르겠네. 직접 체험해볼 생각이야?,END
ITV_202,DG_ITV005_DustyVeil_Response,2,DustyVeil,무관심,2,-1,무의미한 상상은 시간 낭비야.,END
ITV_203,DG_ITV005_DustyVeil_Response,2,DustyVeil,흥미,1,-1,굳이 이런 말을 한다는 건… 각오는 된거지?,END
ITV_204,DG_ITV005_DustyVeil_Response,2,DustyVeil,흥미,2,-1,혹시… 죽길 바라는 거야? 소원을 들어줄게.,END
ITV_205,DG_ITV005_DustyVeil_Response,2,DustyVeil,우호,1,-1,"큰 감흥은 없는데, 그 말도 마음에 안 들고",END
ITV_206,DG_ITV005_DustyVeil_Response,2,DustyVeil,우호,2,-1,그런 질문을 듣고 나니 조금 속상한데.,END
ITV_207,DG_ITV006_DustyVeil_Ask,1,Player,,1,,당신은 그녀가 정말 끔찍한 빌런인 것 같다고 말했다.,DG_ITV006_DustyVeil_Response_Router
ITV_208,DG_ITV006_DustyVeil_Response,2,DustyVeil,증오,1,0,(충격받은 눈빛에 증오가 담기기 시작한다.),END
ITV_209,DG_ITV006_DustyVeil_Response,2,DustyVeil,경멸,1,-1,알면서 그렇게 말하는 거야? 좋아. 원하는 대로 죽여줄게.,END
ITV_210,DG_ITV006_DustyVeil_Response,2,DustyVeil,경멸,2,-1,내 앞에서 그런 말을 하다니. 용감하구나?,END
ITV_211,DG_ITV006_DustyVeil_Response,2,DustyVeil,무관심,1,-1,"하나 알려주자면, 내 앞에서 그렇게 말한 사람들은 모두 죽었어.",END
ITV_212,DG_ITV006_DustyVeil_Response,2,DustyVeil,무관심,2,-1,그게 유언이야? 싱겁네.,END
ITV_213,DG_ITV006_DustyVeil_Response,2,DustyVeil,흥미,1,-1,당연한 말 하지마. 나에 대한 이야기엔 별 관심 없어.,END
ITV_214,DG_ITV006_DustyVeil_Response,2,DustyVeil,흥미,2,-1,네가 날 어떻게 보든 신경 안 써.,END
ITV_215,DG_ITV006_DustyVeil_Response,2,DustyVeil,우호,1,-14,,
ITV_216,DG_ITV006_DustyVeil_Response,2,DustyVeil,우호,2,-14,,
ITV_217,DG_ITV007_DustyVeil_Ask,1,Player,,1,,당신은 그녀의 수배서 사진을 보고 감탄했다.,DG_ITV007_DustyVeil_Response_Router
ITV_218,DG_ITV007_DustyVeil_Response,2,DustyVeil,증오,1,0,(무서운 눈빛으로 노려보고 있다.),END
ITV_219,DG_ITV007_DustyVeil_Response,2,DustyVeil,경멸,1,1,너한테 해줄 말은 없어.,END
ITV_220,DG_ITV007_DustyVeil_Response,2,DustyVeil,경멸,2,1,제정신도 아닌가 보네.,END
ITV_221,DG_ITV007_DustyVeil_Response,2,DustyVeil,무관심,1,1,미쳤어?,END
ITV_222,DG_ITV007_DustyVeil_Response,2,DustyVeil,무관심,2,1,대체 무슨 의미야?,END
ITV_223,DG_ITV007_DustyVeil_Response,2,DustyVeil,흥미,1,1,…그게 아직도 남아있어?,END
ITV_224,DG_ITV007_DustyVeil_Response,2,DustyVeil,흥미,2,1,그렇게 오래 된 사진이 남아있는 거야?,END
ITV_225,DG_ITV007_DustyVeil_Response,2,DustyVeil,우호,1,0,"그건 오래된 사진인데… 지금은 어떨 지 궁금하지 않아? 뭐, 보여주진 않을 거지만.",END
ITV_226,DG_ITV007_DustyVeil_Response,2,DustyVeil,우호,2,0,"어리고, 미숙한 모습이네… 부끄럽게도.",END
ITV_227,DG_ITV008_DustyVeil_Ask,1,Player,,1,,나는 그녀에게 그녀가 상처 입혔던 히어로를 기억하냐고 물었다.,DG_ITV008_DustyVeil_Response_Router
ITV_228,DG_ITV008_DustyVeil_Response,2,DustyVeil,증오,1,0,(무서운 눈빛으로 노려보고 있다.),END
ITV_229,DG_ITV008_DustyVeil_Response,2,DustyVeil,경멸,1,-1,네가 그거랑 무슨 상관이 있지?,END
ITV_230,DG_ITV008_DustyVeil_Response,2,DustyVeil,경멸,2,-1,너한테 말할 이유는 없는 것 같은데?,END
ITV_231,DG_ITV008_DustyVeil_Response,2,DustyVeil,무관심,1,-1,…아니.,END
ITV_232,DG_ITV008_DustyVeil_Response,2,DustyVeil,무관심,2,-1,…기억 안나.,END
ITV_233,DG_ITV008_DustyVeil_Response,2,DustyVeil,흥미,1,-1,"기억은 하지만, 좋은 기억은 아닌데?",END
ITV_234,DG_ITV008_DustyVeil_Response,2,DustyVeil,흥미,2,-1,"잊으려고 해도, 자꾸 떠올라.",END
ITV_235,DG_ITV008_DustyVeil_Response,2,DustyVeil,우호,1,0,딱 한번만 봐줄게. 다음은 없어.,END
ITV_236,DG_ITV008_DustyVeil_Response,2,DustyVeil,우호,2,0,더 이상 말하지 마. 이건 경고야.,END
ITV_237,DG_ITV009_DustyVeil_Ask,1,Player,,1,,당신은 그녀가 외로워 보인다고 말하며 지금 기분이 어떤지 물어봤다.,DG_ITV009_DustyVeil_Response_Router
ITV_238,DG_ITV009_DustyVeil_Response,2,DustyVeil,증오,1,0,(무서운 눈빛으로 노려보고 있다.),END
ITV_239,DG_ITV009_DustyVeil_Response,2,DustyVeil,경멸,1,-1,너한테 해줄 말은 없어.,END
ITV_240,DG_ITV009_DustyVeil_Response,2,DustyVeil,경멸,2,-1,네가 신경 쓸 바 아니야.,END
ITV_241,DG_ITV009_DustyVeil_Response,2,DustyVeil,무관심,1,-1,그런 걸 왜 물어보는 거야?,END
ITV_242,DG_ITV009_DustyVeil_Response,2,DustyVeil,무관심,2,-1,그딴 말 듣는 게 기분이 더 더러워지는데.,END
ITV_243,DG_ITV009_DustyVeil_Response,2,DustyVeil,흥미,1,-1,"내 기분? 뭐, 알 필요 있어?",END
ITV_244,DG_ITV009_DustyVeil_Response,2,DustyVeil,흥미,2,-1,정말로 궁금해서 묻는거야?,END
ITV_245,DG_ITV009_DustyVeil_Response,2,DustyVeil,우호,1,0,예전엔 그랬지만… 이젠 괜찮아. (나를 보며 얼굴을 붉힌다.),END
ITV_246,DG_ITV009_DustyVeil_Response,2,DustyVeil,우호,2,0,"엄청 외롭지만, 네가 있으니까…♡",END
ITV_247,DG_ITV010_DustyVeil_Ask,1,Player,,1,,나는 그녀에게 그녀가 살려준 소녀가 생각나는지 물었다.,DG_ITV010_DustyVeil_Response_Router
ITV_248,DG_ITV010_DustyVeil_Response,2,DustyVeil,증오,1,0,(무서운 눈빛으로 노려보고 있다.),END
ITV_249,DG_ITV010_DustyVeil_Response,2,DustyVeil,경멸,1,2,그 애는… 사냥을 위한 미끼였을 뿐이야.,END
ITV_250,DG_ITV010_DustyVeil_Response,2,DustyVeil,경멸,2,2,아무 뜻 없이 한 일이야. 신경 꺼.,END
ITV_251,DG_ITV010_DustyVeil_Response,2,DustyVeil,무관심,1,2,이미 지나간 일이야. 관심 꺼.,END
ITV_252,DG_ITV010_DustyVeil_Response,2,DustyVeil,무관심,2,2,관심 갖지 마.,END
ITV_253,DG_ITV010_DustyVeil_Response,2,DustyVeil,흥미,1,2,"그래, 생각나. 왜 그랬는지는 잘 모르겠지만.",END
ITV_254,DG_ITV010_DustyVeil_Response,2,DustyVeil,흥미,2,2,"글쎄. 평소였다면 그러지 않았을 텐데, 잘 모르겠네.",END
ITV_255,DG_ITV010_DustyVeil_Response,2,DustyVeil,우호,1,0,그 애를 본 거야? 잘 살고 있어?,END
ITV_256,DG_ITV010_DustyVeil_Response,2,DustyVeil,우호,2,0,(그녀의 눈에서 안도하는 것이 느껴졌다.),END
ITV_257,DG_ITV011_DustyVeil_Ask,1,Player,,1,,나는 그녀에게 빌런의 기준을 스스로 판단하는 것이 옳은가 대해 물었다.,DG_ITV011_DustyVeil_Response_Router
ITV_258,DG_ITV011_DustyVeil_Response,2,DustyVeil,증오,1,0,(무서운 눈빛으로 노려보고 있다.),END
ITV_259,DG_ITV011_DustyVeil_Response,2,DustyVeil,경멸,1,-2,건방지게… 네가 나에 대해 뭘 안다고…!,END
ITV_260,DG_ITV011_DustyVeil_Response,2,DustyVeil,경멸,2,-2,"그런 걸 말하는 건, 너는 그 기준을 알고 있는 건가?",END
ITV_261,DG_ITV011_DustyVeil_Response,2,DustyVeil,무관심,1,-2,여기의 기준은 나야.,END
ITV_262,DG_ITV011_DustyVeil_Response,2,DustyVeil,무관심,2,-2,누군가는 정하는 거야. 여기서는 그게 나일 뿐이지.,END
ITV_263,DG_ITV011_DustyVeil_Response,2,DustyVeil,흥미,1,-2,그러면? 누가 판단하는 게 옳은 거야?,END
ITV_264,DG_ITV011_DustyVeil_Response,2,DustyVeil,흥미,2,-2,넌 나보다 더 나은 선택을 할 수 있다는 거야?,END
ITV_265,DG_ITV011_DustyVeil_Response,2,DustyVeil,우호,1,0,히어로와 빌런 결국 누군가에 의해 정해지는 거야.,END
ITV_266,DG_ITV011_DustyVeil_Response,2,DustyVeil,우호,2,0,사람을 해치는 게 빌런이 아니면 뭐야? 내 생각은 바뀌지 않아.,END
ITV_267,DG_ITV012_DustyVeil_Ask,1,Player,,1,,나는 그녀에게 그녀의 진짜 모습은 무엇인지 물었다.,DG_ITV012_DustyVeil_Response_Router
ITV_268,DG_ITV012_DustyVeil_Response,2,DustyVeil,증오,1,0,(무서운 눈빛으로 노려보고 있다.),END
ITV_269,DG_ITV012_DustyVeil_Response,2,DustyVeil,경멸,1,-2,건방지게… 네가 나에 대해 뭘 안다고…!,END
ITV_270,DG_ITV012_DustyVeil_Response,2,DustyVeil,경멸,2,-2,"그딴 질문, 짜증나니까 하지마.",END
ITV_271,DG_ITV012_DustyVeil_Response,2,DustyVeil,무관심,1,-2,그걸 네가 왜 궁금해 하지?,END
ITV_272,DG_ITV012_DustyVeil_Response,2,DustyVeil,무관심,2,-2,내…내 진짜 모습은…,END
ITV_273,DG_ITV012_DustyVeil_Response,2,DustyVeil,흥미,1,-2,이게 내 모습이야. 왜? 역겨워?,END
ITV_274,DG_ITV012_DustyVeil_Response,2,DustyVeil,흥미,2,-2,"이게 나고, 난 이미 받아들였어. 문제 있어?",END
ITV_275,DG_ITV012_DustyVeil_Response,2,DustyVeil,우호,1,-2,나도… 잘 모르겠어. 진짜 나는 뭐지?,END
ITV_276,DG_ITV012_DustyVeil_Response,2,DustyVeil,우호,2,-2,진짜 나는 도대체… 뭐지…?,END
ITV_277,DG_ITV013_DustyVeil_Ask,1,Player,,1,,나는 그녀를 향해 한껏 느끼한 표정을 지으며 윙크 했다.,DG_ITV013_DustyVeil_Response_Router
ITV_278,DG_ITV013_DustyVeil_Response,2,DustyVeil,증오,1,0,(무서운 눈빛으로 노려보고 있다.),END
ITV_279,DG_ITV013_DustyVeil_Response,2,DustyVeil,경멸,1,2,…역겨워.,END
ITV_280,DG_ITV013_DustyVeil_Response,2,DustyVeil,경멸,2,2,그건… 으으…,END
ITV_281,DG_ITV013_DustyVeil_Response,2,DustyVeil,무관심,1,2,무슨 뜻이야?,END
ITV_282,DG_ITV013_DustyVeil_Response,2,DustyVeil,무관심,2,2,그런 표정도 지을 줄 알아?,END
ITV_283,DG_ITV013_DustyVeil_Response,2,DustyVeil,흥미,1,2,음… 한 번 더 해줄래?,END
ITV_284,DG_ITV013_DustyVeil_Response,2,DustyVeil,흥미,2,2,후후 이상한 표정이네.,END
ITV_285,DG_ITV013_DustyVeil_Response,2,DustyVeil,우호,1,0,역시… 어떤 표정이어도 좋아…♡,END
ITV_286,DG_ITV013_DustyVeil_Response,2,DustyVeil,우호,2,0,그렇게 보니까 좀 부끄럽네.,END
ITV_287,DG_ITV014_DustyVeil_Ask,1,Player,,1,,나는 그녀에게 우리가 함께할 미래에 대해 말했다.,DG_ITV014_DustyVeil_Response_Router
ITV_288,DG_ITV014_DustyVeil_Response,2,DustyVeil,증오,1,0,(무서운 눈빛으로 노려보고 있다.),END
ITV_289,DG_ITV014_DustyVeil_Response,2,DustyVeil,경멸,1,2,뭔 헛소리를 하는 건지…,END
ITV_290,DG_ITV014_DustyVeil_Response,2,DustyVeil,경멸,2,2,망상도 적당히 해.,END
ITV_291,DG_ITV014_DustyVeil_Response,2,DustyVeil,무관심,1,2,그런 소리를 하다니…!,END
ITV_292,DG_ITV014_DustyVeil_Response,2,DustyVeil,무관심,2,2,대체 무슨 생각을 하고 사는 거야…!,END
ITV_293,DG_ITV014_DustyVeil_Response,2,DustyVeil,흥미,1,2,버…벌써 거기까지…?,END
ITV_294,DG_ITV014_DustyVeil_Response,2,DustyVeil,흥미,2,2,미래 계획이 참… 확실하구나…?,END
ITV_295,DG_ITV014_DustyVeil_Response,2,DustyVeil,우호,1,0,그렇게까지 생각해주고 있는 거구나? 기뻐♡,END
ITV_296,DG_ITV014_DustyVeil_Response,2,DustyVeil,우호,2,0,"사실은 나도 조금 생각해봤는데, 우리 마음이 통하나 봐.",END
ITV_297,DG_ITV015_DustyVeil_Ask,1,Player,,1,,당신은 그녀에게 자루를 벗은 맨 얼굴을 보고 싶다고 말했다.,DG_ITV015_DustyVeil_Response_Router
ITV_298,DG_ITV015_DustyVeil_Response,2,DustyVeil,증오,1,0,(무서운 눈빛으로 노려보고 있다.),END
ITV_299,DG_ITV015_DustyVeil_Response,2,DustyVeil,경멸,1,-2,건방진 놈이… 절대 안 돼.,END
ITV_300,DG_ITV015_DustyVeil_Response,2,DustyVeil,경멸,2,-2,정신 나갔어? 절대 안 돼.,END
ITV_301,DG_ITV015_DustyVeil_Response,2,DustyVeil,무관심,1,-2,그건 왜 궁금해 하는거야?,END
ITV_302,DG_ITV015_DustyVeil_Response,2,DustyVeil,무관심,2,-2,이상한 말을 하네.,END
ITV_303,DG_ITV015_DustyVeil_Response,2,DustyVeil,흥미,1,-2,미안하지만 그럴 순 없어.,END
ITV_304,DG_ITV015_DustyVeil_Response,2,DustyVeil,흥미,2,-2,혹시… 기대하고 있는거야?,END
ITV_305,DG_ITV015_DustyVeil_Response,2,DustyVeil,우호,1,0,절대 싫어♡,END
ITV_306,DG_ITV015_DustyVeil_Response,2,DustyVeil,우호,2,0,미안해. 보여주는 건 안 돼.,END
ITV_307,DG_ITV016_DustyVeil_Ask,1,Player,,1,,당신은 이 주제에 대한 인터뷰를 모두 마쳤다.,DG_ITV016_DustyVeil_Response_Router
ITV_308,DG_ITV016_DustyVeil_Response,2,DustyVeil,증오,1,0,(무서운 눈빛으로 노려보고 있다.),END
ITV_309,DG_ITV016_DustyVeil_Response,2,DustyVeil,경멸,1,0,더 할 거 없지? 이제 죽여줄게.,END
ITV_310,DG_ITV016_DustyVeil_Response,2,DustyVeil,무관심,1,0,더 이상 할 말이 없어 보이네.,END
ITV_311,DG_ITV016_DustyVeil_Response,2,DustyVeil,흥미,1,0,할 말은 그게 끝이야?,END
ITV_312,DG_ITV016_DustyVeil_Response,2,DustyVeil,우호,1,0,(나를 유심히 바라보고 있다.),END
BTS_001,,1,Ruby,,1,,"하, 배짱도 좋네. 빌런 취재라니, 참 고상한 취미셔?",BTS_002
BTS_002,,2,Player,,1,,당신은 카메라를 허리춤으로 들어올렸다.,BTS_003
BTS_003,,3,Ruby,,1,,"저기 너, 내가 왜 언론에는 없고, 입소문으로만 있는지 알아?",BTS_004
BTS_004,,4,Player,,1,,…,BTS_005
BTS_005,,5,Ruby,,1,,사실 날 언론에 퍼뜨리려는 놈들은 너 말고도 있었지. 하지만 지금은 날 취재하러 오지 않아.,BTS_006
BTS_006,,6,Player,,1,,당신은 자세를 약간 낮췄다.,BTS_007
BTS_007,,7,Ruby,,1,,….걔들은 이제 걸을 수가 없거든.,END
BTS_008,,1,DustyVeil,,1,,넌 누구야? 처음 보는 얼굴인데.,BTS_009
BTS_009,,2,DustyVeil,,1,,그리고 옷은 왜 그렇게 더러운…,BTS_010
BTS_010,,3,DustyVeil,,1,,그거… 피…?,BTS_011
BTS_011,,4,DustyVeil,,1,,크으으… 크아아아!!!,END
BTS_012,,1,DustyVeil,,1,,도망치다니… 놀랐어.,BTS_013
BTS_013,,2,DustyVeil,,1,,이 도시에서 피를 흘리고도 나한테서 도망친 사람은 몇 없었거든.,BTS_014
BTS_014,,3,DustyVeil,,1,,"뭐, 그것도 이젠 끝이네. 깔끔하게 보내줄 테니까 안심해.",END
BTS_015,,1,DustyVeil,,1,,너 대체 뭐야? 평범한 기자라고? 그럴 리 없어.,BTS_016
BTS_016,,2,DustyVeil,,1,,무능력자가 나에게서 도망치는 건 불가능해!,BTS_017
BTS_017,,3,DustyVeil,,1,,후우… 뭐 운이 좋았나 봐? 그것도 이젠 끝이겠지만.,BTS_018
BTS_018,,4,DustyVeil,,1,,이젠 그만 죽여주지…!,END
BTE_001,,1,Ruby,,1,,하아.. 하아.. 어째서 그렇게까지.. 하는거지?,BTE_002
BTE_002,,2,Player,,1,,당신은 조심스럽게 카메라를 내렸다.,BTE_003
BTE_003,,3,Player,,1,,(한 눈에 반했기 때문이라고 말한다),BTE_004
BTE_004,,4,Ruby,,1,,무무무무무무무무무무무뭐라는거야 이 자식이…!!!!!!! 날 놀리는 것은 그 쯤 하라고!!,BTE_005
BTE_005,,5,Ruby,,1,,"하아… 아무튼, 이 정도면 충분하지?",BTE_006
BTE_006,,6,Player,,1,,당신은 고개를 끄덕인다.,END
BTE_007,,1,DustyVeil,,1,,가…가지 마요…!,BTE_008
BTE_008,,2,DustyVeil,,,,당신은 반드시 제가… 우으…,END
ESC_001,DG_ESC000_Success,1,Player,,1,,무사히 도망쳤다!,END
ESC_002,DG_ESC001_Ruby_Fail,1,Player,,1,,도망칠 수 없었다…,DG_ESC001_Ruby_Response_Router
ESC_003,DG_ESC001_Ruby_Response,2,Ruby,증오,1,0,"하, 하하하하하!!!!!!!",END
ESC_004,DG_ESC001_Ruby_Response,2,Ruby,경멸,1,0,"푸흡, 도망갈 수 있을 거 같아?",END
ESC_005,DG_ESC001_Ruby_Response,2,Ruby,무관심,1,0,"뭐야? 시비를 털어놓고, 어딜 가려고?",END
ESC_006,DG_ESC001_Ruby_Response,2,Ruby,흥미,1,0,더 질문할 게 있는 것 같지 않아? 날 실망시키지 않았으면 좋겠는데.,END
ESC_007,DG_ESC001_Ruby_Response,2,Ruby,우호,1,0,응? 설마 도망가는 건… 아니지?,END
ESC_008,DG_ESC001_DustyVeil_Fail,1,Player,,1,,도망칠 수 없었다…,DG_ESC001_DustyVeil_Response_Router
ESC_009,DG_ESC001_DustyVeil_Response,2,DustyVeil,증오,1,0,(말 없이 단검을 나에게 겨누고 있다.),END
ESC_010,DG_ESC001_DustyVeil_Response,2,DustyVeil,경멸,1,0,건방지네. 감히 내 앞에서?,END
ESC_011,DG_ESC001_DustyVeil_Response,2,DustyVeil,무관심,1,0,도망칠 수 있을 거라고 생각한거야?,END
ESC_012,DG_ESC001_DustyVeil_Response,2,DustyVeil,흥미,1,0,뭐야? 술래잡기야?,END
ESC_013,DG_ESC001_DustyVeil_Response,2,DustyVeil,우호,1,0,후후… 어딜 가려고? 난 여기 있잖아.,END
ITM_001,DG_ITM001_Ask,1,Player,,1,,당신은 오래된 신문 하나를 꺼냈다!,DG_ITM001_Ruby_Response_Router
ITM_002,DG_ITM001_Ruby_Response,2,Ruby,증오,1,0,…,ITM_003
ITM_003,,3,Player,,1,,당신은 신문의 1면에 적힌 기사를 읽기 시작했다..,ITM_004
ITM_004,,4,Player,,1,,기사에는 빌런들이 도시를 테러했다는 사건이 적혀 있었다.,ITM_005
ITM_005,,5,Ruby,,1,,…,ITM_006
ITM_006,,6,Player,,1,,당신은 루비가 심하게 떨고 있는 것을 보고 말았다.,ITM_007
ITM_007,,7,Player,,1,,당장이라도 도망쳐야 할 것 같은 기분이 든다.,END
ITM_008,DG_ITM001_Ruby_Response,2,Ruby,경멸,1,-3,그 신문은.. 뭐지?..,ITM_009
ITM_009,,3,Player,,1,,당신은 신문의 1면에 적힌 기사를 읽기 시작했다..,ITM_010
ITM_010,,4,Player,,1,,기사에는 빌런들이 도시를 테러했다는 사건이 적혀 있었다.,ITM_011
ITM_011,,5,Ruby,,1,,"너, ….크윽!!!! 네 손으로 무덤을 팠다고 생각해라!!",ITM_012
ITM_012,,6,Player,,1,,갑자기 주위의 분위기가 살벌하게 바뀌었다.,ITM_013
ITM_013,,7,Player,,1,,당신은 여기에 묻히지 않도록 마음을 가다듬었다..,END
ITM_014,DG_ITM001_Ruby_Response,2,Ruby,무관심,1,-3,"뭐야, 그 쓰레기는?",ITM_015
ITM_015,,3,Player,,1,,당신은 신문의 1면에 적힌 기사를 읽기 시작했다..,ITM_016
ITM_016,,4,Player,,1,,기사에는 빌런들이 도시를 테러했다는 사건이 적혀 있었다.,ITM_017
ITM_017,,5,Ruby,,1,,윽.. 너… 왜 그걸 내 앞에서 읽는 거지?,ITM_018
ITM_018,,6,Player,,1,,당신은 당시에 무슨 일이 있었는 지 물어봤다.,ITM_019
ITM_019,,7,Ruby,,1,,닥쳐!! 그 날.... 그 날은.. 내 인생 최악의 날이었어!! 네가 알 필요 없다고!,ITM_020
ITM_020,,8,Player,,1,,갑자기 주위의 분위기가 살벌하게 바뀌었다.,ITM_021
ITM_021,,9,Player,,1,,당신은 그녀의 심기를 잘못 건드렸음을 뒤늦게 알아차렸다..,END
ITM_022,DG_ITM001_Ruby_Response,2,Ruby,흥미,1,-3,그건 뭐야? 뜬금없이.. 신문?,ITM_023
ITM_023,,3,Player,,1,,당신은 신문의 1면에 적힌 기사를 읽기 시작했다..,ITM_024
ITM_024,,4,Player,,1,,기사에는 빌런들이 도시를 테러했다는 사건이 적혀 있었다.,ITM_025
ITM_025,,5,Ruby,,1,,너.. 그 신문 어디서 가져왔어? 그게 나한테 무슨 뜻인지 알고 읽고있는 거야?,ITM_026
ITM_026,,6,Player,,1,,당신은 당시에 무슨 일이 있었는 지 물어봤다.,ITM_027
ITM_027,,7,Ruby,,1,,"그 날은.. 난 기억하고 싶지 않지만, 반드시 기억해야만 하는 날이지.. 미안하지만, 네게 알려줄 수는 없을 것 같아.",ITM_028
ITM_028,,8,Player,,1,,당신은 그녀의 표정이 심각해지는 것을 보았다.,ITM_029
ITM_029,,9,Player,,1,,더 이상 이에 대해 질문하면 안 될 것 같다고 생각했다..,END
ITM_030,DG_ITM001_Ruby_Response,2,Ruby,우호,1,-3,그건.. 신문?,ITM_031
ITM_031,,3,Player,,1,,당신은 신문의 1면에 적힌 기사를 읽기 시작했다..,ITM_032
ITM_032,,4,Player,,1,,기사에는 빌런들이 도시를 테러했다는 사건이 적혀 있었다.,ITM_033
ITM_033,,5,Ruby,,1,,윽.. 어째서.. 그 날을 알고 있는 거야?,ITM_034
ITM_034,,6,Player,,1,,당신은 당시에 무슨 일이 있었는 지 물어봤다.,ITM_035
ITM_035,,7,Ruby,,1,,"그 날은.. 내 가족을 잃었던 날이야. 빌런들에 맞서 싸우는 자들이 나타났지만, 그들은 내 가족들을 버리고 빌런들에게서 도망쳤지.",ITM_036
ITM_036,,8,Player,,1,,당신은 잘못된 물음을 했다는 것을 깨달았다.,ITM_037
ITM_037,,9,Player,,1,,더 이상 이에 대해 질문하면 안 될 것 같다고 생각했다..,END
ITM_038,DG_ITM002_Ask,1,Player,,1,,당신은 가방에서 사진 하나를 꺼내 들었다!!,DG_ITM002_Ruby_Response_Router
ITM_039,DG_ITM002_Ruby_Response,2,Ruby,증오,1,0,…,ITM_040
ITM_040,,3,Player,,1,,사진에 담긴 것은 다름 아닌 곰돌이 무늬 잠옷을 입고 태평하게 자고 있는 루비의 모습이었다.,ITM_041
ITM_041,,4,Player,,1,,당신은 사진을 가리키며 지구의 모두가 이 사진을 봐야 한다고 광역 어그로를 끌었다!,ITM_042
ITM_042,,5,Ruby,,1,,…,ITM_043
ITM_043,,6,Player,,1,,당신은 루비의 얼굴이 심하게 일그러지는 것을 보고 말았다.,ITM_044
ITM_044,,7,Player,,1,,이 일을 더 크게 벌리면 세상에 남아있을 수 없겠다고 느꼈다..,END
ITM_045,DG_ITM002_Ruby_Response,2,Ruby,경멸,1,-1,"하, 이 와중에 장난치는건가?",ITM_046
ITM_046,,3,Player,,1,,사진에 담긴 것은 다름 아닌 곰돌이 무늬 잠옷을 입고 태평하게 자고 있는 루비의 모습이었다.,ITM_047
ITM_047,,4,Player,,1,,당신은 사진을 가리키며 지구의 모두가 이 사진을 봐야 한다고 광역 어그로를 끌었다!,ITM_048
ITM_048,,5,Ruby,,1,,……….넌 오늘 여기서 죽는다.,ITM_049
ITM_049,,6,Player,,1,,당신은 위협에도 굴하지 않고 소녀의 수치심을 높이기 위해 최선을 다하였다.,ITM_050
ITM_050,,7,Player,,1,,하지만 그 곳에 서있는 것은 이미 말이 통하지 않는 살인 기계였다.,END
ITM_051,DG_ITM002_Ruby_Response,2,Ruby,무관심,1,0,그게 뭔데?,ITM_052
ITM_052,,3,Player,,1,,사진에 담긴 것은 다름 아닌 곰돌이 무늬 잠옷을 입고 태평하게 자고 있는 루비의 모습이었다.,ITM_053
ITM_053,,4,Player,,1,,당신은 사진을 가리키며 지구의 모두가 이 사진을 봐야 한다고 광역 어그로를 끌었다!,ITM_054
ITM_054,,5,Ruby,,1,,너 이 새끼..!!! 넌 여기서 살아서 돌아갈 생각 마!!!,ITM_055
ITM_055,,6,Player,,1,,당신은 위협에도 굴하지 않고 소녀의 수치심을 높이기 위해 최선을 다하였다.,ITM_056
ITM_056,,7,Ruby,,1,,멈추라고 이 새끼야!!!!,ITM_057
ITM_057,,8,Player,,1,,당신은 주위에서 웅성거리는 소란스러움을 느끼고 나서야 사진을 다시 가방에 담았다.,ITM_058
ITM_058,,9,Player,,1,,그녀는 무척이나 화난 표정을 하고 있었다.,END
ITM_059,DG_ITM002_Ruby_Response,2,Ruby,흥미,1,1,..갑자기 뭐야?,ITM_060
ITM_060,,3,Player,,1,,사진에 담긴 것은 다름 아닌 곰돌이 무늬 잠옷을 입고 태평하게 자고 있는 루비의 모습이었다.,ITM_061
ITM_061,,4,Player,,1,,당신은 사진을 가리키며 지구의 모두가 이 사진을 봐야 한다고 광역 어그로를 끌었다!,ITM_062
ITM_062,,5,Ruby,,1,,"ㄴ..너!! 크윽….. 이런 쓰레기 자식!! 감히 날 도촬하다니, 죽고 싶어 환장한거냐?!",ITM_063
ITM_063,,6,Player,,1,,당신은 위협에도 굴하지 않고 소녀의 수치심을 높이기 위해 최선을 다하였다.,ITM_064
ITM_064,,7,Ruby,,1,,큿….. 으아아아!! 그만둬!!,ITM_065
ITM_065,,8,Player,,1,,당신은 주위에서 웅성거리는 소란스러움을 느끼고 나서야 사진을 다시 가방에 담았다.,ITM_066
ITM_066,,9,Player,,1,,그녀는 주위를 신경쓰기 시작했다..,END
